Process File: 22,,,,,,,,
Processes: 25,,,,,,,,
Device Load: net.,,,,,,,,
Arrival Times: flow,,,,,,,,
,,,,,,,,
IO's,CPU's,Scheduler,Throughput,Average Response Time,Context Switches,CPU Utilization,Average Waiting Time,Average Turnaround Time
1,1,First Come First Serve,0.02453,54.12,168,0.92,469.12,648.92
2,1,First Come First Serve,0.02604,62.92,168,0.97,547.80,624.92
1,2,First Come First Serve,0.02451,7.72,168,0.29,29.60,515.80
2,2,First Come First Serve,0.04409,19.40,168,0.79,134.48,267.00
1,1,Round Robin,0.02358,18.08,509,0.88,486.96,651.12
1,1,Round Robin,0.02336,36.48,253,0.87,479.88,647.56
1,1,Round Robin,0.02402,48.88,174,0.90,461.68,646.44
2,1,Round Robin,0.02646,18.36,509,0.99,524.48,611.52
2,1,Round Robin,0.02612,38.96,253,0.98,523.56,611.08
2,1,Round Robin,0.02604,53.88,174,0.97,542.00,621.00
1,2,Round Robin,0.02451,2.28,509,0.29,31.92,514.48
1,2,Round Robin,0.02451,4.84,253,0.28,31.04,512.96
1,2,Round Robin,0.02451,7.12,174,0.29,32.00,516.48
2,2,Round Robin,0.04223,6.24,509,0.71,142.32,269.04
2,2,Round Robin,0.04160,13.72,253,0.72,129.60,268.56
2,2,Round Robin,0.04456,19.52,174,0.80,140.00,266.44
1,1,Shortest Job First,0.02430,119.20,168,0.91,269.52,478.00
2,1,Shortest Job First,0.02567,154.56,168,0.96,335.76,413.24
1,2,Shortest Job First,0.02451,8.80,168,0.29,18.72,499.76
2,2,Shortest Job First,0.04433,31.08,168,0.80,100.56,217.12
1,1,Shortest Remaining Time First,0.02456,123.72,186,0.92,270.52,483.12
2,1,Shortest Remaining Time First,0.02583,153.96,178,0.97,336.96,414.20
1,2,Shortest Remaining Time First,0.02451,24.32,185,0.30,16.20,501.08
2,2,Shortest Remaining Time First,0.04505,35.76,193,0.81,92.72,205.28
1,1,Priority,0.02461,244.24,168,0.92,303.60,566.56
2,1,Priority,0.02591,296.84,168,0.97,391.12,468.00
1,2,Priority,0.02451,18.00,168,0.28,30.44,525.24
2,2,Priority,0.04562,57.32,168,0.80,115.48,252.68
