time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
0,1 added to ready queue,enqueue,1,,['1'],[],[None],"[None, None, None]"
0,2 added to ready queue,enqueue,2,,"['1', '2']",[],[None],"[None, None, None]"
0,3 added to ready queue,enqueue,3,,"['1', '2', '3']",[],[None],"[None, None, None]"
0,4 added to ready queue,enqueue,4,,"['1', '2', '3', '4']",[],[None],"[None, None, None]"
0,5 added to ready queue,enqueue,5,,"['1', '2', '3', '4', '5']",[],[None],"[None, None, None]"
0,6 added to ready queue,enqueue,6,,"['1', '2', '3', '4', '5', '6']",[],[None],"[None, None, None]"
0,7 added to ready queue,enqueue,7,,"['1', '2', '3', '4', '5', '6', '7']",[],[None],"[None, None, None]"
0,8 added to ready queue,enqueue,8,,"['1', '2', '3', '4', '5', '6', '7', '8']",[],[None],"[None, None, None]"
0,9 added to ready queue,enqueue,9,,"['1', '2', '3', '4', '5', '6', '7', '8', '9']",[],[None],"[None, None, None]"
0,10 added to ready queue,enqueue,10,,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']",[],[None],"[None, None, None]"
0,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['2', '3', '4', '5', '6', '7', '8', '9', '10']",[],['1'],"[None, None, None]"
2,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['2', '3', '4', '5', '6', '7', '8', '9', '10']",['1'],[None],"[None, None, None]"
2,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['3', '4', '5', '6', '7', '8', '9', '10']",['1'],['2'],"[None, None, None]"
2,1 dispatched to IO0,dispatch_io,1,IO0,"['3', '4', '5', '6', '7', '8', '9', '10']",[],['2'],"['1', None, None]"
6,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['3', '4', '5', '6', '7', '8', '9', '10']",['2'],[None],"['1', None, None]"
6,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['4', '5', '6', '7', '8', '9', '10']",['2'],['3'],"['1', None, None]"
6,2 dispatched to IO1,dispatch_io,2,IO1,"['4', '5', '6', '7', '8', '9', '10']",[],['3'],"['1', '2', None]"
8,1 finished I/O → ready queue,io_to_ready,1,IO0,"['4', '5', '6', '7', '8', '9', '10', '1']",[],['3'],"[None, '2', None]"
10,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['4', '5', '6', '7', '8', '9', '10', '1']",['3'],[None],"[None, '2', None]"
10,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['5', '6', '7', '8', '9', '10', '1']",['3'],['4'],"[None, '2', None]"
10,3 dispatched to IO0,dispatch_io,3,IO0,"['5', '6', '7', '8', '9', '10', '1']",[],['4'],"['3', '2', None]"
12,2 finished I/O → ready queue,io_to_ready,2,IO1,"['5', '6', '7', '8', '9', '10', '1', '2']",[],['4'],"['3', None, None]"
14,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['5', '6', '7', '8', '9', '10', '1', '2']",['4'],[None],"['3', None, None]"
14,3 finished I/O → ready queue,io_to_ready,3,IO0,"['5', '6', '7', '8', '9', '10', '1', '2', '3']",['4'],[None],"[None, None, None]"
14,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['6', '7', '8', '9', '10', '1', '2', '3']",['4'],['5'],"[None, None, None]"
14,4 dispatched to IO0,dispatch_io,4,IO0,"['6', '7', '8', '9', '10', '1', '2', '3']",[],['5'],"['4', None, None]"
19,4 finished I/O → ready queue,io_to_ready,4,IO0,"['6', '7', '8', '9', '10', '1', '2', '3', '4']",[],['5'],"[None, None, None]"
23,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['6', '7', '8', '9', '10', '1', '2', '3', '4']",['5'],[None],"[None, None, None]"
23,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['7', '8', '9', '10', '1', '2', '3', '4']",['5'],['6'],"[None, None, None]"
23,5 dispatched to IO0,dispatch_io,5,IO0,"['7', '8', '9', '10', '1', '2', '3', '4']",[],['6'],"['5', None, None]"
31,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['7', '8', '9', '10', '1', '2', '3', '4']",['6'],[None],"['5', None, None]"
31,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['8', '9', '10', '1', '2', '3', '4']",['6'],['7'],"['5', None, None]"
31,6 dispatched to IO1,dispatch_io,6,IO1,"['8', '9', '10', '1', '2', '3', '4']",[],['7'],"['5', '6', None]"
32,5 finished I/O → ready queue,io_to_ready,5,IO0,"['8', '9', '10', '1', '2', '3', '4', '5']",[],['7'],"[None, '6', None]"
34,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['8', '9', '10', '1', '2', '3', '4', '5']",['7'],[None],"[None, '6', None]"
34,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['9', '10', '1', '2', '3', '4', '5']",['7'],['8'],"[None, '6', None]"
34,7 dispatched to IO0,dispatch_io,7,IO0,"['9', '10', '1', '2', '3', '4', '5']",[],['8'],"['7', '6', None]"
40,7 finished I/O → ready queue,io_to_ready,7,IO0,"['9', '10', '1', '2', '3', '4', '5', '7']",[],['8'],"[None, '6', None]"
46,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['9', '10', '1', '2', '3', '4', '5', '7']",['8'],[None],"[None, '6', None]"
46,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '1', '2', '3', '4', '5', '7']",['8'],['9'],"[None, '6', None]"
46,8 dispatched to IO0,dispatch_io,8,IO0,"['10', '1', '2', '3', '4', '5', '7']",[],['9'],"['8', '6', None]"
47,6 finished I/O → ready queue,io_to_ready,6,IO1,"['10', '1', '2', '3', '4', '5', '7', '6']",[],['9'],"['8', None, None]"
51,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['10', '1', '2', '3', '4', '5', '7', '6']",['9'],[None],"['8', None, None]"
51,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['1', '2', '3', '4', '5', '7', '6']",['9'],['10'],"['8', None, None]"
51,9 dispatched to IO1,dispatch_io,9,IO1,"['1', '2', '3', '4', '5', '7', '6']",[],['10'],"['8', '9', None]"
56,10 finished CPU → wait queue,cpu_to_io,10,CPU0,"['1', '2', '3', '4', '5', '7', '6']",['10'],[None],"['8', '9', None]"
56,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['2', '3', '4', '5', '7', '6']",['10'],['1'],"['8', '9', None]"
56,10 dispatched to IO2,dispatch_io,10,IO2,"['2', '3', '4', '5', '7', '6']",[],['1'],"['8', '9', '10']"
59,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['2', '3', '4', '5', '7', '6']",['1'],[None],"['8', '9', '10']"
59,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['3', '4', '5', '7', '6']",['1'],['2'],"['8', '9', '10']"
61,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['3', '4', '5', '7', '6', '2']",['1'],[None],"['8', '9', '10']"
61,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['4', '5', '7', '6', '2']",['1'],['3'],"['8', '9', '10']"
62,10 finished I/O → ready queue,io_to_ready,10,IO2,"['4', '5', '7', '6', '2', '10']",['1'],['3'],"['8', '9', None]"
62,1 dispatched to IO2,dispatch_io,1,IO2,"['4', '5', '7', '6', '2', '10']",[],['3'],"['8', '9', '1']"
65,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['4', '5', '7', '6', '2', '10']",['3'],[None],"['8', '9', '1']"
65,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['5', '7', '6', '2', '10']",['3'],['4'],"['8', '9', '1']"
66,9 finished I/O → ready queue,io_to_ready,9,IO1,"['5', '7', '6', '2', '10', '9']",['3'],['4'],"['8', None, '1']"
66,1 finished I/O → ready queue,io_to_ready,1,IO2,"['5', '7', '6', '2', '10', '9', '1']",['3'],['4'],"['8', None, None]"
66,3 dispatched to IO1,dispatch_io,3,IO1,"['5', '7', '6', '2', '10', '9', '1']",[],['4'],"['8', '3', None]"
67,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['5', '7', '6', '2', '10', '9', '1']",['4'],[None],"['8', '3', None]"
67,8 finished I/O → ready queue,io_to_ready,8,IO0,"['5', '7', '6', '2', '10', '9', '1', '8']",['4'],[None],"[None, '3', None]"
67,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['7', '6', '2', '10', '9', '1', '8']",['4'],['5'],"[None, '3', None]"
67,4 dispatched to IO0,dispatch_io,4,IO0,"['7', '6', '2', '10', '9', '1', '8']",[],['5'],"['4', '3', None]"
70,4 finished I/O → ready queue,io_to_ready,4,IO0,"['7', '6', '2', '10', '9', '1', '8', '4']",[],['5'],"[None, '3', None]"
74,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['7', '6', '2', '10', '9', '1', '8', '4', '5']",[],[None],"[None, '3', None]"
74,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['6', '2', '10', '9', '1', '8', '4', '5']",[],['7'],"[None, '3', None]"
75,3 finished I/O → ready queue,io_to_ready,3,IO1,"['6', '2', '10', '9', '1', '8', '4', '5', '3']",[],['7'],"[None, None, None]"
77,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['6', '2', '10', '9', '1', '8', '4', '5', '3']",['7'],[None],"[None, None, None]"
77,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['2', '10', '9', '1', '8', '4', '5', '3']",['7'],['6'],"[None, None, None]"
77,7 dispatched to IO0,dispatch_io,7,IO0,"['2', '10', '9', '1', '8', '4', '5', '3']",[],['6'],"['7', None, None]"
78,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['2', '10', '9', '1', '8', '4', '5', '3', '6']",[],[None],"['7', None, None]"
78,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['10', '9', '1', '8', '4', '5', '3', '6']",[],['2'],"['7', None, None]"
80,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['10', '9', '1', '8', '4', '5', '3', '6', '2']",[],[None],"['7', None, None]"
80,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['9', '1', '8', '4', '5', '3', '6', '2']",[],['10'],"['7', None, None]"
83,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['9', '1', '8', '4', '5', '3', '6', '2', '10']",[],[None],"['7', None, None]"
83,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['1', '8', '4', '5', '3', '6', '2', '10']",[],['9'],"['7', None, None]"
84,7 finished I/O → ready queue,io_to_ready,7,IO0,"['1', '8', '4', '5', '3', '6', '2', '10', '7']",[],['9'],"[None, None, None]"
91,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['1', '8', '4', '5', '3', '6', '2', '10', '7']",['9'],[None],"[None, None, None]"
91,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['8', '4', '5', '3', '6', '2', '10', '7']",['9'],['1'],"[None, None, None]"
91,9 dispatched to IO0,dispatch_io,9,IO0,"['8', '4', '5', '3', '6', '2', '10', '7']",[],['1'],"['9', None, None]"
95,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['8', '4', '5', '3', '6', '2', '10', '7']",['1'],[None],"['9', None, None]"
95,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['4', '5', '3', '6', '2', '10', '7']",['1'],['8'],"['9', None, None]"
95,1 dispatched to IO1,dispatch_io,1,IO1,"['4', '5', '3', '6', '2', '10', '7']",[],['8'],"['9', '1', None]"
102,1 finished I/O → ready queue,io_to_ready,1,IO1,"['4', '5', '3', '6', '2', '10', '7', '1']",[],['8'],"['9', None, None]"
105,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['4', '5', '3', '6', '2', '10', '7', '1']",['8'],[None],"['9', None, None]"
105,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['5', '3', '6', '2', '10', '7', '1']",['8'],['4'],"['9', None, None]"
105,8 dispatched to IO1,dispatch_io,8,IO1,"['5', '3', '6', '2', '10', '7', '1']",[],['4'],"['9', '8', None]"
109,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['5', '3', '6', '2', '10', '7', '1']",['4'],[None],"['9', '8', None]"
109,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['3', '6', '2', '10', '7', '1']",['4'],['5'],"['9', '8', None]"
109,4 dispatched to IO2,dispatch_io,4,IO2,"['3', '6', '2', '10', '7', '1']",[],['5'],"['9', '8', '4']"
112,9 finished I/O → ready queue,io_to_ready,9,IO0,"['3', '6', '2', '10', '7', '1', '9']",[],['5'],"[None, '8', '4']"
112,4 finished I/O → ready queue,io_to_ready,4,IO2,"['3', '6', '2', '10', '7', '1', '9', '4']",[],['5'],"[None, '8', None]"
117,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['3', '6', '2', '10', '7', '1', '9', '4']",['5'],[None],"[None, '8', None]"
117,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['6', '2', '10', '7', '1', '9', '4']",['5'],['3'],"[None, '8', None]"
117,5 dispatched to IO0,dispatch_io,5,IO0,"['6', '2', '10', '7', '1', '9', '4']",[],['3'],"['5', '8', None]"
121,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['6', '2', '10', '7', '1', '9', '4']",['3'],[None],"['5', '8', None]"
121,8 finished I/O → ready queue,io_to_ready,8,IO1,"['6', '2', '10', '7', '1', '9', '4', '8']",['3'],[None],"['5', None, None]"
121,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['2', '10', '7', '1', '9', '4', '8']",['3'],['6'],"['5', None, None]"
121,3 dispatched to IO1,dispatch_io,3,IO1,"['2', '10', '7', '1', '9', '4', '8']",[],['6'],"['5', '3', None]"
126,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['2', '10', '7', '1', '9', '4', '8']",['6'],[None],"['5', '3', None]"
126,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['10', '7', '1', '9', '4', '8']",['6'],['2'],"['5', '3', None]"
126,6 dispatched to IO2,dispatch_io,6,IO2,"['10', '7', '1', '9', '4', '8']",[],['2'],"['5', '3', '6']"
127,3 finished I/O → ready queue,io_to_ready,3,IO1,"['10', '7', '1', '9', '4', '8', '3']",[],['2'],"['5', None, '6']"
129,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['10', '7', '1', '9', '4', '8', '3', '2']",[],[None],"['5', None, '6']"
129,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['7', '1', '9', '4', '8', '3', '2']",[],['10'],"['5', None, '6']"
133,10 finished CPU → wait queue,cpu_to_io,10,CPU0,"['7', '1', '9', '4', '8', '3', '2']",['10'],[None],"['5', None, '6']"
133,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['1', '9', '4', '8', '3', '2']",['10'],['7'],"['5', None, '6']"
133,10 dispatched to IO1,dispatch_io,10,IO1,"['1', '9', '4', '8', '3', '2']",[],['7'],"['5', '10', '6']"
136,7 finished CPU → ready queue,cpu_to_ready,7,CPU0,"['1', '9', '4', '8', '3', '2', '7']",[],[None],"['5', '10', '6']"
136,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['9', '4', '8', '3', '2', '7']",[],['1'],"['5', '10', '6']"
138,10 finished I/O → ready queue,io_to_ready,10,IO1,"['9', '4', '8', '3', '2', '7', '10']",[],['1'],"['5', None, '6']"
139,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['9', '4', '8', '3', '2', '7', '10']",['1'],[None],"['5', None, '6']"
